Age,Income,Gender,Education,Purchased
47,104743,Female,PhD,0
51,66229,Male,Bachelors,0
39,46639,Male,PhD,1
20,82583,Female,PhD,0
23,48924,Male,PhD,0
32,92969,Female,PhD,0
44,50104,Female,PhD,1
27,57594,Female,Masters,0
26,23664,Female,Masters,1
50,30528,Male,Bachelors,0
49,48190,Female,PhD,1
65,86033,Male,Masters,1
23,81161,Male,Masters,1
58,93177,Female,Masters,0
53,90179,Male,PhD,1
19,90592,Female,Masters,0
46,52899,Male,Bachelors,0
21,90979,Male,Bachelors,0
18,37241,Male,PhD,1
36,66211,Male,Bachelors,0
43,83472,Female,Masters,1
42,94248,Female,PhD,0
27,93757,Male,Bachelors,0
32,51346,Male,PhD,0
39,101196,Male,Masters,0
68,97124,Male,Bachelors,0
65,62220,Female,Masters,0
38,37942,Male,Bachelors,0
39,69167,Male,PhD,1
53,56373,Male,Bachelors,0
51,87143,Female,Bachelors,0
47,22016,Male,Bachelors,1
42,89110,Female,PhD,1
62,66309,Female,Bachelors,1
45,27274,Male,Masters,0
18,35748,Male,PhD,1
66,40175,Male,PhD,0
62,31826,Female,Masters,1
21,103008,Female,PhD,0
24,54129,Male,Bachelors,1
66,90009,Female,PhD,0
26,43490,Male,Masters,0
53,61435,Male,PhD,0
36,95017,Male,Masters,1
18,28520,Male,PhD,1
27,111951,Male,Masters,1
53,103106,Male,PhD,1
26,81877,Female,Bachelors,1
62,39798,Female,Masters,0
63,74638,Female,Masters,1
59,89072,Male,PhD,0
49,87309,Male,PhD,0
49,49894,Male,PhD,0
23,82963,Female,Bachelors,0
65,74567,Male,PhD,1
55,55326,Female,Masters,1
34,75059,Male,PhD,1
27,25079,Female,Bachelors,1
67,45838,Male,PhD,1
44,107340,Male,PhD,1
67,67109,Female,Masters,0
52,105211,Female,PhD,1
69,45594,Female,Bachelors,0
38,62749,Male,PhD,0
42,56292,Female,PhD,0
45,94534,Female,Masters,0
64,99233,Male,PhD,1
32,71818,Male,Masters,1
21,33429,Female,Masters,0
46,77748,Male,PhD,1
26,68807,Female,Masters,0
44,27140,Female,Masters,0
43,83226,Female,PhD,0
36,34901,Male,PhD,0
45,108815,Female,Bachelors,1
34,48525,Female,Bachelors,0
60,40491,Male,Masters,1
58,88816,Female,Masters,0
59,54980,Female,PhD,1
67,115525,Female,Bachelors,1
37,28078,Male,Bachelors,1
62,111654,Female,PhD,0
57,109521,Male,PhD,0
56,68704,Male,PhD,1
66,36997,Female,PhD,1
40,99810,Female,Bachelors,0
64,20868,Male,PhD,1
49,46398,Female,PhD,1
69,101578,Female,Bachelors,1
64,117356,Male,PhD,0
50,41246,Female,Bachelors,0
63,40561,Female,Bachelors,0
22,36254,Male,PhD,0
60,54512,Female,PhD,0
65,109532,Male,Masters,0
51,114154,Male,Masters,1
57,97395,Female,Bachelors,1
28,77865,Male,Bachelors,1
67,43580,Female,Masters,1
20,90959,Female,Bachelors,1
50,92144,Male,Masters,1
28,62485,Male,PhD,0
33,70621,Male,PhD,1
35,70665,Male,PhD,1
47,90412,Male,Bachelors,0
65,70603,Male,PhD,0
27,41038,Female,Bachelors,1
35,113542,Female,PhD,1
55,116346,Male,Bachelors,1
36,34325,Female,Bachelors,0
53,55892,Male,Masters,0
30,21753,Male,Masters,0
63,115067,Female,Masters,0
20,37996,Female,Bachelors,1
27,88811,Male,Masters,1
55,94283,Male,Masters,1
18,65211,Male,Masters,0
44,82820,Female,Bachelors,0
63,20824,Male,Bachelors,1
25,33880,Male,Masters,1
68,86617,Female,Masters,1
63,31517,Female,Bachelors,0
59,41683,Female,Bachelors,1
34,36876,Male,Masters,0
26,76354,Male,Masters,1
23,93802,Female,Masters,1
60,96719,Male,Bachelors,0
42,106602,Male,Masters,0
56,98413,Female,Bachelors,0
66,29982,Female,PhD,1
45,94504,Male,Masters,0
50,46598,Female,PhD,1
54,34639,Female,Bachelors,0
26,90210,Male,PhD,1
35,89852,Male,Masters,0
38,29695,Male,PhD,0
19,68582,Male,PhD,1
60,51094,Male,PhD,0
55,80635,Male,Bachelors,1
57,42187,Female,Masters,1
53,21214,Female,Bachelors,1
67,43940,Female,PhD,0
60,64406,Male,PhD,1
54,111221,Male,Bachelors,0
32,63481,Male,Bachelors,0
45,35977,Male,PhD,1
35,64839,Male,Masters,0
51,77874,Female,Bachelors,1
39,78414,Male,PhD,1
28,45538,Female,PhD,1
30,76241,Male,Masters,1
21,93501,Female,PhD,1
39,95133,Female,Bachelors,1
24,80481,Female,PhD,0
60,47740,Female,PhD,0
41,83328,Female,PhD,0
21,92105,Female,PhD,0
45,70643,Female,Masters,0
32,31881,Male,Bachelors,1
18,56996,Male,PhD,0
20,52177,Female,Bachelors,1
31,57177,Male,Masters,0
55,86126,Male,Bachelors,0
67,76531,Female,Masters,1
18,46119,Male,Bachelors,0
55,47915,Female,Bachelors,0
55,22708,Male,PhD,0
38,58749,Female,Bachelors,1
65,64989,Male,PhD,0
46,42106,Female,PhD,1
22,37131,Male,Bachelors,0
66,66553,Male,PhD,1
27,78144,Male,Bachelors,0
45,26553,Female,PhD,1
38,37881,Female,PhD,1
67,21379,Male,Masters,0
24,110791,Male,Masters,0
20,89306,Female,Bachelors,0
62,39726,Male,PhD,1
64,29088,Male,Masters,0
37,54314,Female,Masters,1
36,75041,Female,Masters,0
52,36350,Male,PhD,0
21,119599,Female,Bachelors,1
22,101397,Male,PhD,0
18,99509,Male,PhD,0
21,37769,Female,Masters,0
29,67249,Male,PhD,1
44,102862,Female,PhD,1
59,66365,Female,Masters,1
40,70185,Male,Masters,1
42,22786,Female,PhD,0
38,21620,Male,Masters,0
69,56303,Female,Bachelors,0
41,39589,Male,Bachelors,1
42,22882,Female,Bachelors,0
62,82248,Male,Bachelors,1
63,69322,Male,Bachelors,0
49,44524,Female,Masters,1
49,29745,Male,Masters,1
22,35861,Male,Bachelors,0
53,111707,Male,Bachelors,1
63,111735,Male,Bachelors,1
59,74261,Male,Masters,0
66,22837,Male,Masters,1
59,94135,Female,PhD,1
56,101447,Female,PhD,0
33,74380,Female,PhD,1
50,106089,Female,PhD,1
66,69831,Male,Masters,1
38,109349,Male,Masters,0
26,58255,Female,Masters,0
23,49520,Male,Masters,0
68,49541,Female,Bachelors,0
62,85772,Male,PhD,1
52,47350,Male,Masters,0
56,64397,Female,Masters,0
39,97085,Male,PhD,0
58,83865,Female,Masters,0
22,75956,Female,Bachelors,1
59,47453,Female,Masters,1
40,82345,Male,PhD,0
34,32906,Male,Bachelors,1
29,34988,Female,Bachelors,0
40,47723,Male,PhD,0
33,53800,Female,PhD,1
20,59107,Female,Bachelors,1
47,47430,Male,Masters,1
39,52535,Female,PhD,1
26,88476,Male,Bachelors,1
46,107329,Male,PhD,1
64,97798,Male,Masters,0
54,72284,Female,Masters,1
40,76232,Female,Bachelors,0
30,64420,Male,Masters,0
49,57710,Male,Masters,0
63,92497,Female,Masters,0
69,112035,Male,PhD,0
64,60498,Male,Bachelors,1
65,51283,Female,Bachelors,1
40,86169,Female,Bachelors,0
62,92358,Female,Masters,0
34,82457,Male,PhD,1
57,45968,Female,Bachelors,0
38,82508,Female,PhD,1
19,83220,Female,Bachelors,1
54,105366,Female,Masters,1
23,25738,Female,Bachelors,0
61,23098,Female,Bachelors,0
35,115424,Female,Masters,0
47,93633,Male,Masters,0
39,98672,Female,Bachelors,0
50,58244,Male,PhD,0
47,28253,Male,Masters,0
34,74333,Female,Bachelors,0
60,70969,Male,Masters,1
49,110744,Female,PhD,0
59,90423,Male,Bachelors,1
68,64411,Female,Bachelors,1
31,95028,Male,PhD,1
27,55421,Female,PhD,0
64,21454,Female,Bachelors,0
68,37522,Male,PhD,0
53,58575,Male,PhD,1
51,23192,Female,Bachelors,0
26,75268,Male,Masters,0
59,101311,Female,PhD,1
45,30402,Male,Masters,0
28,98610,Female,Masters,1
31,100781,Male,Masters,1
56,56527,Female,PhD,1
64,72181,Male,Bachelors,0
36,111472,Female,Bachelors,1
32,47002,Male,Bachelors,1
45,101219,Female,Bachelors,0
41,32460,Male,Bachelors,1
25,50482,Male,Bachelors,0
60,36447,Female,Masters,0
26,68228,Male,Masters,1
64,103265,Male,Masters,0
50,70126,Female,PhD,0
50,40545,Female,PhD,0
36,75114,Female,PhD,0
20,113740,Female,Bachelors,1
27,95350,Male,Masters,0
57,77801,Male,PhD,0
64,33890,Male,Masters,0
59,72482,Female,Bachelors,0
18,83397,Male,Masters,1
46,21740,Male,Bachelors,1
67,50121,Female,PhD,0
51,31218,Male,Bachelors,1
68,91591,Male,Bachelors,0
30,108241,Female,Masters,1
18,54722,Male,Bachelors,0
51,69431,Female,PhD,0
46,71543,Female,PhD,1
65,62000,Male,Bachelors,1
64,91975,Male,Masters,1
30,50921,Male,PhD,1
65,119265,Female,PhD,1
66,108747,Female,Bachelors,0
46,50614,Male,Bachelors,0
56,81189,Male,PhD,0
41,37601,Female,Bachelors,0
43,113332,Male,Bachelors,1
34,91543,Male,PhD,1
24,40514,Female,Masters,0
30,103312,Male,Masters,0
22,87612,Male,PhD,1
43,110886,Male,Bachelors,1
66,36292,Male,PhD,1
20,51510,Female,PhD,1
24,48000,Female,Bachelors,1
66,50383,Female,Masters,0
56,31785,Female,Masters,0
18,60910,Male,Bachelors,0
66,59028,Male,PhD,0
34,44855,Male,Bachelors,1
60,44281,Male,PhD,0
42,24841,Female,Bachelors,0
20,117204,Male,Bachelors,0
32,80155,Male,Masters,0
46,46918,Female,Masters,0
60,76313,Female,Bachelors,1
49,37443,Female,Bachelors,0
43,52250,Male,Masters,0
33,21922,Female,PhD,1
42,51976,Male,Masters,1
45,31991,Male,PhD,1
26,73744,Female,Masters,1
18,42733,Female,Masters,0
46,22473,Female,PhD,1
39,28108,Male,Bachelors,0
33,48715,Male,Masters,1
58,52210,Male,Masters,0
68,57317,Female,Masters,1
61,85516,Male,Bachelors,1
68,53362,Male,Masters,0
58,74604,Male,Bachelors,0
24,24889,Male,Masters,1
31,109557,Female,PhD,0
46,93748,Male,Masters,0
36,51971,Female,Masters,0
36,70551,Female,Bachelors,0
19,23201,Male,Bachelors,1
58,109882,Male,Bachelors,0
62,57958,Female,PhD,1
32,99251,Male,PhD,0
20,25681,Female,Bachelors,1
28,66870,Male,PhD,1
63,102256,Male,Bachelors,1
47,87203,Female,PhD,1
57,48152,Male,Bachelors,0
35,70061,Female,Bachelors,0
68,77619,Female,PhD,1
65,78235,Male,Masters,0
19,93740,Female,Bachelors,0
49,57890,Male,Bachelors,1
25,110073,Male,Masters,0
39,81401,Male,Bachelors,0
23,31217,Female,Bachelors,0
29,68351,Male,PhD,0
64,53741,Male,Masters,1
57,40654,Female,Bachelors,1
53,81314,Female,Bachelors,0
32,21408,Female,Masters,1
45,62903,Female,Masters,1
69,104208,Male,PhD,1
66,21218,Male,PhD,1
62,70572,Male,PhD,0
35,78798,Male,Bachelors,0
19,50105,Female,Masters,0
30,89634,Female,PhD,1
62,85063,Male,Masters,0
32,27619,Female,Bachelors,0
37,31939,Female,Bachelors,0
46,38226,Female,Masters,1
59,45322,Female,Masters,0
46,78215,Female,PhD,1
20,36878,Male,Masters,1
36,26560,Male,PhD,1
20,58278,Female,Masters,1
31,56212,Female,Masters,1
57,114835,Male,Masters,0
21,93079,Male,Bachelors,1
69,43946,Female,Bachelors,1
28,51740,Female,Bachelors,1
48,27253,Female,PhD,0
60,99311,Male,PhD,0
49,52813,Female,Bachelors,0
44,84331,Female,Bachelors,0
47,47632,Female,Masters,1
60,68365,Female,Masters,1
19,87593,Female,PhD,0
66,53431,Female,PhD,1
26,57436,Female,Masters,0
45,38413,Female,PhD,0
48,115761,Male,Bachelors,0
51,58485,Male,Masters,1
32,88232,Male,Masters,0
65,36101,Female,PhD,0
42,28831,Male,Masters,1
53,104583,Male,Masters,1
25,71897,Male,Bachelors,1
26,25004,Male,Masters,1
54,108241,Male,Masters,1
65,65924,Female,Masters,1
62,41509,Male,Masters,0
56,57170,Female,Bachelors,1
49,63555,Female,Masters,1
69,34662,Male,Bachelors,1
34,85930,Female,Bachelors,0
52,67403,Male,Bachelors,1
54,56365,Female,PhD,0
36,82188,Female,PhD,0
61,96060,Male,Masters,0
46,118633,Female,Bachelors,0
24,46673,Female,PhD,1
45,83471,Female,Masters,1
26,37156,Female,PhD,1
45,77287,Female,Bachelors,1
23,21645,Female,Masters,1
46,79076,Female,Bachelors,1
34,114585,Female,Bachelors,0
33,95351,Male,PhD,0
40,70151,Female,Masters,1
48,87384,Male,Masters,1
20,119865,Male,Masters,1
38,53541,Female,PhD,1
43,92847,Female,Masters,1
53,107099,Male,PhD,1
59,100739,Male,Masters,0
54,70955,Male,PhD,0
39,29290,Female,Masters,1
59,78942,Female,PhD,1
29,102667,Female,Bachelors,1
59,50143,Male,Bachelors,0
30,44509,Female,Bachelors,0
28,107780,Female,Masters,0
33,56741,Female,PhD,0
25,46898,Female,Bachelors,0
57,119919,Male,Masters,1
57,105674,Female,PhD,1
62,82948,Female,Bachelors,0
19,81768,Male,Bachelors,1
47,63262,Female,Masters,0
47,25506,Male,PhD,0
29,40605,Male,Masters,0
27,98590,Female,Bachelors,1
61,48231,Male,Masters,1
28,99397,Female,Masters,1
32,97123,Male,Bachelors,1
33,33515,Male,Bachelors,1
34,107211,Female,PhD,0
43,58622,Male,PhD,0
19,36600,Female,Bachelors,0
67,47892,Female,Bachelors,1
29,103279,Female,PhD,1
68,89310,Female,Masters,1
43,41801,Male,Bachelors,0
40,57695,Female,Bachelors,0
35,48853,Male,Masters,0
49,24429,Female,PhD,1
66,24606,Male,PhD,1
55,24478,Male,Masters,0
64,103816,Male,Bachelors,0
20,60134,Male,Masters,0
55,89963,Female,Bachelors,0
20,90897,Female,PhD,1
47,45475,Male,Bachelors,0
18,86177,Male,Bachelors,1
47,41730,Female,Bachelors,1
62,41113,Male,Bachelors,1
49,40011,Male,Bachelors,1
45,75746,Female,PhD,1
38,62853,Male,Masters,0
63,105195,Male,PhD,1
30,56818,Female,Bachelors,0
44,57321,Male,Masters,0
53,41309,Female,Bachelors,1
24,38688,Female,PhD,0
39,48176,Female,PhD,0
27,88879,Female,Bachelors,0
56,87592,Male,Bachelors,0
32,104728,Female,Masters,1
32,109012,Female,Masters,0
21,29416,Male,Bachelors,0
49,59994,Female,Masters,1
40,86422,Male,Bachelors,1
23,28584,Female,Bachelors,1
41,113302,Female,Bachelors,1
37,38830,Female,PhD,1
54,105825,Female,Bachelors,0
37,97066,Male,Bachelors,1
29,23591,Male,Bachelors,0
50,113878,Male,Masters,1
45,41395,Female,Bachelors,0
25,74182,Female,PhD,0
18,36738,Female,PhD,1
54,22631,Male,Bachelors,0
39,37905,Female,Bachelors,1
23,39056,Male,Bachelors,0
38,109082,Male,PhD,1
49,55447,Male,Masters,0
52,74418,Female,Masters,0
32,57190,Female,Bachelors,1
22,46014,Female,Masters,1
63,92999,Female,PhD,1
67,70278,Male,Bachelors,1
65,21780,Male,Masters,1
23,111643,Female,Bachelors,1
42,79258,Female,Bachelors,1
63,117123,Female,PhD,1
57,62192,Male,PhD,1
46,79300,Female,Masters,1
24,110504,Male,PhD,0
57,119129,Male,Bachelors,0
30,63923,Male,PhD,1
55,109196,Male,Masters,1
35,22395,Male,Masters,0
19,117384,Male,Masters,1
25,35779,Male,PhD,0
28,91028,Female,PhD,0
50,49722,Female,PhD,0
55,27111,Female,PhD,0
65,29984,Male,PhD,0
44,117552,Male,Masters,1
37,113176,Female,Masters,0
29,92328,Male,PhD,1
60,46924,Male,Bachelors,0
48,72703,Male,Masters,0
44,52577,Male,Bachelors,0
49,27711,Male,Bachelors,1
27,105548,Male,Masters,0
20,119869,Male,Bachelors,0
62,24096,Male,Bachelors,1
44,86555,Male,Masters,1
52,109848,Male,Masters,0
48,95012,Male,PhD,0
32,28254,Male,Masters,0
33,117955,Female,Bachelors,1
30,97120,Male,Masters,0
66,25965,Male,PhD,1
52,97000,Female,Masters,0
69,97975,Female,Bachelors,1
28,77987,Female,Masters,1
38,52963,Male,Bachelors,0
68,113976,Male,Masters,0
28,23273,Female,PhD,1
47,35330,Female,PhD,0
65,41494,Female,Masters,1
52,96422,Male,Bachelors,1
39,23212,Male,PhD,0
55,103441,Female,Bachelors,1
48,107594,Male,Masters,0
31,21080,Male,PhD,1
41,52675,Female,PhD,0
67,42007,Female,Bachelors,0
66,102641,Female,PhD,0
49,115815,Male,Bachelors,1
53,66815,Male,Bachelors,0
49,103482,Male,Masters,1
32,20639,Male,Bachelors,1
60,83593,Male,PhD,0
52,98038,Female,Bachelors,1
20,113899,Male,PhD,0
33,23736,Male,Bachelors,1
22,36473,Female,Masters,1
38,54019,Female,Masters,0
27,106623,Female,Bachelors,0
36,114025,Female,Bachelors,1
42,56820,Male,Bachelors,0
21,104861,Male,Masters,0
46,77589,Female,Bachelors,1
36,85807,Male,Bachelors,0
60,38414,Female,PhD,1
19,44220,Male,Masters,0
27,80531,Male,Masters,0
60,62425,Male,Bachelors,1
42,29387,Female,Bachelors,1
37,96815,Female,PhD,0
65,47584,Male,Bachelors,0
36,64783,Male,Masters,1
40,59809,Female,PhD,0
41,74327,Female,Masters,0
28,30857,Male,Bachelors,0
63,62261,Male,PhD,0
51,93588,Female,Masters,1
45,36995,Male,Masters,0
22,33580,Female,Masters,1
22,38240,Female,Bachelors,1
68,103446,Male,Bachelors,0
38,95752,Male,Bachelors,1
29,66111,Male,Bachelors,0
67,110447,Female,Masters,0
21,54866,Female,PhD,1
66,100974,Female,Bachelors,1
59,93401,Male,PhD,1
37,102093,Male,Masters,0
55,32211,Female,Bachelors,0
42,78985,Female,Masters,0
31,53268,Male,Bachelors,1
28,23646,Female,Bachelors,1
49,75371,Male,PhD,1
28,62816,Male,Masters,1
35,109460,Female,Masters,1
44,64112,Female,Masters,0
35,71048,Female,PhD,0
40,74911,Female,PhD,1
28,95446,Female,Masters,1
38,21778,Male,Masters,1
61,65752,Female,Bachelors,1
22,104977,Male,Bachelors,0
40,90726,Female,PhD,1
58,100840,Female,Bachelors,1
42,47289,Female,Masters,1
58,64788,Female,Masters,0
27,24747,Female,Bachelors,0
39,94822,Female,Bachelors,1
36,20045,Male,PhD,0
18,115278,Female,Bachelors,1
24,27758,Female,PhD,1
21,43437,Female,Bachelors,1
18,39585,Female,Bachelors,0
32,118759,Male,Bachelors,1
57,29854,Male,Bachelors,1
29,72076,Male,Masters,0
39,76950,Male,Masters,0
39,37349,Male,Masters,1
67,116228,Male,Bachelors,1
64,41348,Female,PhD,0
34,54296,Female,Bachelors,0
46,39455,Male,Masters,0
63,98824,Female,PhD,1
31,74021,Female,PhD,1
67,91923,Female,Masters,0
37,59293,Female,Bachelors,0
67,119430,Female,PhD,1
65,108552,Male,PhD,0
50,66116,Male,Masters,1
60,60484,Male,PhD,1
32,50215,Male,PhD,1
29,101638,Male,PhD,0
57,23404,Male,Bachelors,1
37,57260,Female,Bachelors,0
47,85642,Male,Masters,0
55,100731,Female,Bachelors,0
20,66009,Female,PhD,0
45,112689,Male,Bachelors,1
43,49605,Male,PhD,1
47,73205,Male,PhD,1
30,57569,Female,Bachelors,0
30,25580,Male,Bachelors,1
19,25400,Male,Bachelors,1
54,59643,Male,Bachelors,1
66,116185,Female,Masters,1
55,116032,Male,Bachelors,0
19,106173,Male,Masters,0
53,59015,Female,PhD,1
43,91713,Female,Masters,0
28,92805,Female,PhD,0
25,34974,Male,Masters,0
61,34037,Male,Masters,1
57,104292,Female,PhD,1
60,36167,Male,Masters,0
39,108754,Female,PhD,0
37,110703,Female,Bachelors,0
25,63148,Female,PhD,0
46,92153,Female,Masters,1
57,41534,Female,Bachelors,0
43,110995,Male,Masters,1
47,106078,Male,Bachelors,0
34,76879,Male,PhD,1
37,85839,Male,Bachelors,0
69,49756,Female,Bachelors,1
33,32683,Male,Bachelors,1
63,69485,Female,Masters,0
60,118231,Female,Bachelors,0
24,31025,Male,PhD,1
33,106426,Male,PhD,1
62,38715,Female,PhD,0
64,90097,Male,Bachelors,0
65,118383,Male,PhD,0
44,112943,Male,Masters,0
40,107116,Male,PhD,1
41,95705,Female,Bachelors,1
26,37116,Female,PhD,1
52,56744,Male,Bachelors,0
68,107579,Female,Bachelors,0
37,22124,Female,PhD,0
54,58051,Male,Masters,1
59,27176,Male,Masters,0
34,111310,Female,PhD,1
64,84818,Female,Bachelors,0
48,38676,Female,PhD,1
25,65177,Male,Bachelors,1
32,110296,Female,Bachelors,1
48,20997,Female,Bachelors,0
47,79330,Male,Masters,0
63,63769,Female,Masters,0
37,98653,Male,PhD,0
56,31231,Male,Masters,1
29,115287,Female,Bachelors,1
66,92976,Male,Bachelors,0
34,105447,Male,PhD,0
59,75965,Female,Bachelors,0
47,101144,Male,PhD,0
46,115201,Female,PhD,1
36,81517,Male,Bachelors,0
63,112693,Male,Masters,1
28,114315,Female,Bachelors,1
51,115504,Female,Bachelors,1
67,47387,Female,PhD,0
24,24090,Male,Masters,0
61,44945,Female,PhD,0
51,60239,Male,Bachelors,0
37,23743,Female,PhD,1
67,50924,Male,PhD,0
55,30196,Female,Bachelors,1
41,111815,Male,PhD,0
27,88860,Female,Bachelors,1
49,61400,Male,PhD,1
69,105177,Male,Masters,1
32,113018,Male,Bachelors,0
54,118530,Male,Masters,1
37,100399,Female,PhD,1
20,68795,Male,Masters,0
54,71553,Female,Masters,1
57,44111,Male,Masters,0
25,83083,Female,PhD,0
57,81600,Male,Bachelors,1
61,70022,Male,PhD,1
40,23199,Female,PhD,0
57,70897,Female,PhD,1
28,58038,Male,Bachelors,0
63,75038,Female,PhD,0
25,27897,Female,PhD,1
46,84541,Female,Bachelors,0
47,34892,Male,Bachelors,1
27,28271,Female,Bachelors,1
56,44815,Male,Masters,0
45,65612,Female,Bachelors,1
66,53357,Female,Masters,1
53,95088,Male,Masters,1
30,36267,Female,PhD,1
49,38268,Female,Masters,1
53,34263,Female,PhD,1
54,90935,Female,Masters,0
43,115347,Female,Bachelors,1
39,79660,Female,PhD,0
21,85527,Female,Masters,0
48,83379,Male,PhD,1
35,114542,Male,Bachelors,1
55,61271,Male,Masters,0
41,86612,Male,Masters,0
40,27235,Male,Bachelors,1
39,108757,Female,Masters,0
19,36417,Male,Masters,0
48,118075,Male,PhD,1
28,54609,Female,Masters,0
45,53902,Male,Bachelors,0
63,43645,Female,Masters,1
49,82873,Female,PhD,1
22,107218,Male,Masters,1
55,84558,Male,PhD,1
27,82233,Female,Masters,0
57,43401,Female,PhD,0
63,27771,Male,PhD,0
41,61335,Female,Masters,0
52,94451,Male,Bachelors,0
61,99434,Male,Bachelors,1
65,87449,Male,Masters,0
40,112604,Male,Masters,0
34,21942,Female,Masters,1
18,40388,Female,Masters,0
48,103251,Male,Masters,0
48,77042,Male,Bachelors,1
59,73740,Female,PhD,1
59,85873,Female,PhD,0
51,67024,Female,Bachelors,1
26,43450,Female,Bachelors,0
39,76965,Female,PhD,0
30,30057,Male,Bachelors,1
42,113249,Male,Masters,0
65,28983,Male,Bachelors,1
35,39995,Male,Bachelors,1
68,111628,Female,Bachelors,0
29,97681,Female,Bachelors,0
57,58886,Male,PhD,1
34,109025,Male,PhD,1
32,116572,Female,PhD,1
59,115149,Male,PhD,1
32,114020,Male,Masters,0
32,22673,Female,Masters,1
56,54890,Female,PhD,0
30,97513,Female,PhD,1
34,43466,Male,PhD,1
49,112545,Female,Bachelors,0
26,70406,Female,Masters,0
57,23688,Male,Masters,1
37,89284,Female,Bachelors,0
43,33665,Male,Bachelors,0
44,40641,Male,Bachelors,0
38,52500,Male,Masters,0
35,55797,Male,Bachelors,1
30,104766,Female,Bachelors,0
33,65950,Male,Bachelors,1
26,45046,Female,PhD,1
29,29638,Female,Bachelors,1
61,106363,Female,PhD,1
55,41173,Female,Masters,0
36,33222,Female,Masters,1
24,70064,Male,Masters,1
52,57010,Female,PhD,0
65,38095,Male,Bachelors,0
35,21439,Male,Masters,0
33,105550,Male,Bachelors,1
56,25375,Female,PhD,0
21,109023,Female,Masters,1
42,111238,Female,Bachelors,1
49,40600,Female,Bachelors,1
57,22466,Male,Masters,0
30,65097,Female,Bachelors,1
62,73276,Female,PhD,1
34,70117,Male,Masters,0
66,66971,Male,Masters,1
54,26928,Male,Masters,0
23,108016,Male,Masters,0
36,75309,Male,PhD,0
30,94647,Male,PhD,0
43,60888,Male,Bachelors,0
31,115025,Female,PhD,0
48,63832,Female,Bachelors,1
21,29404,Male,Bachelors,0
56,53639,Male,Masters,1
25,98118,Female,Bachelors,1
42,80598,Male,Masters,1
30,86399,Male,Bachelors,1
49,47684,Male,PhD,0
55,88591,Male,Masters,1
55,97722,Male,Bachelors,0
45,22682,Female,PhD,1
47,58046,Male,PhD,0
20,41832,Male,Masters,0
45,36997,Male,Masters,1
20,54640,Female,Masters,0
62,96882,Female,Bachelors,0
51,60491,Male,Masters,0
33,83043,Male,PhD,0
39,92725,Male,PhD,1
49,65520,Male,Masters,1
55,82919,Female,Masters,1
25,84442,Female,PhD,1
25,41770,Male,Bachelors,0
23,67498,Male,PhD,1
31,81477,Female,PhD,1
49,20244,Female,PhD,0
52,52788,Male,Masters,0
27,115341,Male,Bachelors,1
20,99453,Male,Bachelors,1
29,77737,Female,Masters,1
66,66489,Female,PhD,0
48,91303,Female,Masters,1
46,48390,Female,Masters,0
22,30247,Male,Bachelors,0
69,89051,Female,Bachelors,1
42,79719,Female,Masters,0
58,54678,Female,Masters,0
48,107802,Male,Bachelors,1
38,96286,Female,Bachelors,0
37,49583,Female,PhD,0
56,28076,Female,Masters,0
39,38006,Male,PhD,1
21,35051,Female,PhD,0
30,24314,Male,PhD,0
62,48670,Male,Bachelors,0
59,87551,Female,PhD,1
67,30236,Male,Bachelors,1
66,55568,Female,Bachelors,1
37,80314,Male,Bachelors,1
69,111903,Male,Masters,1
30,36352,Female,PhD,1
34,65650,Female,Bachelors,1
53,30346,Male,Masters,0
50,45156,Male,Masters,0
18,75904,Male,Masters,1
32,34035,Male,Bachelors,1
30,36108,Female,Bachelors,1
34,22853,Male,Bachelors,0
41,104156,Male,Masters,0
25,24176,Female,Bachelors,0
67,45920,Male,PhD,0
44,74850,Female,Bachelors,1
62,26829,Female,Bachelors,0
40,110666,Female,PhD,0
63,93927,Male,Bachelors,0
25,104860,Female,Bachelors,1
25,60667,Female,Bachelors,1
43,85842,Female,Bachelors,1
64,55843,Male,Masters,0
30,70808,Male,Bachelors,0
56,50543,Male,PhD,0
54,92780,Male,PhD,1
66,26611,Female,Masters,1
45,108242,Female,Bachelors,0
42,104612,Female,PhD,0
33,66902,Male,Masters,1
19,53043,Female,Bachelors,0
35,25271,Male,Masters,0
34,92867,Male,Bachelors,0
47,97089,Male,Masters,1
56,78745,Female,Masters,1
30,116876,Female,PhD,1
49,82077,Male,PhD,1
67,79119,Female,Masters,1
46,31573,Male,Bachelors,1
63,41409,Female,Bachelors,1
47,105970,Male,Bachelors,1
35,44464,Male,Bachelors,1
30,62840,Male,Bachelors,0
60,68785,Female,PhD,0
38,40662,Female,Masters,0
47,38228,Female,PhD,0
38,80721,Female,Bachelors,1
65,69223,Female,Masters,0
34,27386,Male,Bachelors,0
57,26862,Female,Bachelors,0
36,60108,Male,Masters,1
69,111788,Female,Bachelors,0
32,95023,Female,PhD,0
26,100140,Female,PhD,0
69,102963,Male,PhD,1
27,47201,Female,Bachelors,0
61,88578,Male,PhD,1
48,69966,Female,Bachelors,1
40,74774,Male,Bachelors,0
69,30386,Male,PhD,1
47,97228,Male,PhD,1
50,35225,Male,Bachelors,0
69,36693,Female,Bachelors,1
26,92197,Female,Bachelors,0
64,63021,Male,Bachelors,0
18,38261,Female,PhD,0
61,47378,Male,Bachelors,1
52,106755,Female,Bachelors,0
28,31937,Female,Bachelors,0
51,86330,Female,Bachelors,0
